,ClientID,AgeEntry,AgeExit,Gender,Race,Ethnicity,Veteran
1070,323040,36.0,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1071,185048,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1072,172434,61.0,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1073,2054,63.0,63.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1074,288272,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1075,379113,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1076,289294,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1077,415733,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1078,154406,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1079,430778,66.0,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1080,425348,18.0,18.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1081,346593,20.0,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1082,425365,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1083,425364,41.0,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1084,352986,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1085,425453,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1086,390305,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1087,200300,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1088,177283,25.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1089,254693,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1090,355355,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1091,425710,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1092,421938,32.0,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1093,185515,44.0,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1094,409250,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1095,420825,37.0,37.0,Trans Female (MTF or Male to Female),White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1096,322997,38.0,38.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1097,419523,66.0,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1098,416696,49.0,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1099,418362,21.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1100,362927,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1101,346593,20.0,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1102,419526,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1103,402130,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1104,373473,27.0,27.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1105,425706,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1106,403050,23.0,23.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1107,403186,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1108,110192,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1109,399340,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1110,416885,56.0,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1111,415733,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1112,352684,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1113,415399,44.0,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1114,321918,50.0,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1115,280218,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1116,425704,74.0,74.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1117,363433,48.0,48.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1118,419667,25.0,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1119,425828,41.0,41.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1120,161111,39.0,39.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
1121,371777,36.0,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1122,214022,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1123,153324,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1124,219636,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1125,419124,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1126,360883,52.0,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1127,420897,63.0,64.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1128,318262,36.0,36.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1129,425912,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1130,390305,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1131,200794,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1132,160758,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1133,158981,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1134,383778,63.0,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1135,337991,65.0,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1136,217339,56.0,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1137,153324,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1138,256529,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1139,425991,32.0,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1140,420825,37.0,37.0,Trans Female (MTF or Male to Female),White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1141,200794,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1142,360237,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1143,193888,34.0,34.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1144,426181,35.0,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1145,227678,32.0,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1146,169422,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1147,76511,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1148,165060,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1149,185515,44.0,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1150,426180,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1151,285483,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1152,176580,46.0,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1153,133240,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1154,421596,61.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1155,426303,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1156,197232,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1157,421938,32.0,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1158,426299,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1159,209331,56.0,56.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1160,422312,36.0,36.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1161,108279,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1162,426298,25.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1163,109426,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1164,316734,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1165,425706,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1166,19938,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1167,103533,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1168,154785,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1169,261739,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1170,227678,32.0,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1171,174801,59.0,59.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1172,426300,54.0,54.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1173,426301,49.0,49.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
1174,123122,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1175,426413,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1176,426303,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1177,331491,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1178,168290,57.0,58.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1179,426508,60.0,61.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1180,426506,50.0,50.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1181,403050,23.0,23.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1182,200794,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1183,419124,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1184,231530,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1185,343041,29.0,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1186,419801,36.0,36.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
1187,415733,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1188,424403,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1189,426300,54.0,55.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1190,427141,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1191,360237,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1192,256529,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1193,411652,48.0,48.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1194,19938,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1195,266721,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1196,427138,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1197,200387,44.0,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1198,368692,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1199,404041,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1200,373728,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1201,159179,43.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1202,427140,29.0,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1203,76511,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1204,214022,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1205,164121,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1206,402258,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1207,67984,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1208,248566,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1209,322997,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1210,426180,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1211,423563,45.0,45.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1212,427135,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1213,331491,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1214,421939,61.0,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1215,320781,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1216,181716,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1217,427141,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1218,418225,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1219,403186,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1220,421416,18.0,18.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
1221,423932,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1222,181716,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1223,427284,50.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1224,380535,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1225,360883,53.0,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1226,415399,44.0,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1227,415733,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1228,199086,57.0,57.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1229,427134,64.0,64.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1230,406923,33.0,33.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1231,289294,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1232,285483,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1233,427359,61.0,62.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1234,427360,57.0,57.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1235,399024,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1236,213769,56.0,57.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1237,418362,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1238,403186,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1239,396639,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1240,258810,50.0,50.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1241,427456,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1242,402258,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1243,300905,31.0,31.0,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1244,427535,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1245,415102,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1246,427639,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1247,427640,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1248,157422,47.0,48.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1249,331381,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1250,312758,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1251,108279,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1252,369309,29.0,29.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1253,411485,37.0,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1254,427731,51.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1255,179965,49.0,49.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1256,136239,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1257,160758,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1258,404041,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1259,426608,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1260,299942,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1261,320781,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1262,427135,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1263,403745,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1264,422786,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1265,305161,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1266,181716,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1267,426299,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1268,373971,30.0,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1269,320781,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1270,266721,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1271,418225,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1272,423089,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1273,418362,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1274,181716,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1275,360237,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1276,415399,44.0,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1277,258810,51.0,51.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1278,428209,38.0,38.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1279,280617,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1280,344091,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1281,127418,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1282,405331,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1283,159422,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1284,428207,19.0,19.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1285,427733,25.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1286,428211,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1287,175788,37.0,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1288,287048,36.0,36.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1289,419124,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1290,403745,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1291,331381,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1292,166457,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1293,346815,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1294,422786,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1295,193592,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1296,360883,53.0,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1297,188314,39.0,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1298,124817,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1299,427731,51.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1300,76511,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1301,397646,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1302,261739,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1303,352684,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1304,343488,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1305,427141,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1306,2054,63.0,63.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1307,67161,58.0,58.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1308,418616,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1309,428500,18.0,18.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1310,383778,63.0,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1311,252170,41.0,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1312,428596,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1313,217339,56.0,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1314,418225,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1315,360237,51.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1316,346593,20.0,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1317,181716,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1318,2054,63.0,63.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1319,216598,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1320,373728,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
1321,428700,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1322,108279,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1323,422786,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1324,419804,30.0,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1325,217728,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1326,428703,19.0,19.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
1327,360883,53.0,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
1328,428699,32.0,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1329,424403,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1330,177865,36.0,36.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1331,428757,35.0,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1332,157126,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1333,428792,35.0,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
